Time,Source,Soil Temp,Light
"April 25, 2021 at 12:08PM",Garden_Data,13.63,176
"April 25, 2021 at 12:23PM",Garden_Data,13.88,232
"April 25, 2021 at 12:37PM",Garden_Data,14.88,496
"April 25, 2021 at 12:52PM",Garden_Data,15.63,416
"April 25, 2021 at 01:06PM",Garden_Data,15.69,274
"April 25, 2021 at 01:21PM",Garden_Data,16.5,553
"April 25, 2021 at 01:35PM",Garden_Data,17.19,522
"April 25, 2021 at 01:50PM",Garden_Data,17.38,475
"April 25, 2021 at 02:04PM",Garden_Data,17.88,534
"April 25, 2021 at 02:19PM",Garden_Data,18.06,446
"April 25, 2021 at 02:33PM",Garden_Data,17.38,381
"April 25, 2021 at 02:48PM",Garden_Data,17.63,452
"April 25, 2021 at 03:02PM",Garden_Data,17.25,392
"April 25, 2021 at 03:16PM",Garden_Data,17.5,592
"April 25, 2021 at 03:31PM",Garden_Data,17.13,367
"April 25, 2021 at 03:45PM",Garden_Data,17.56,517
"April 25, 2021 at 04:00PM",Garden_Data,17.56,559
"April 25, 2021 at 04:14PM",Garden_Data,17.88,550
"April 25, 2021 at 04:29PM",Garden_Data,18.06,543
